Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,First Purchase,Order?,Prev_Value,Customer Classification,YoY Difference
4905.0,US-2018-161613,2018-01-12,2018-03-12,Second Class,MC-17605,Matt Connell,Corporate,United States,Houston,Texas,77070.0,Central,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,674.058,3.0,0.3,-19.2588,2018,2018,1,1.0,Consistent,
4906.0,US-2018-146353,2018-10-14,2018-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301.0,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,22.92,4.0,0.0,11.0016,2018,2018,1,1.0,Consistent,
4907.0,US-2018-146353,2018-10-14,2018-10-16,Second Class,JE-15610,Jim Epp,Corporate,United States,Concord,New Hampshire,3301.0,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5.0,0.0,16.194,2018,2018,1,1.0,Consistent,
4908.0,CA-2018-133809,2018-11-18,2018-11-23,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014.0,East,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,8.0,0.7,-8.6592,2018,2018,1,1.0,Consistent,
4909.0,CA-2018-133809,2018-11-18,2018-11-23,Second Class,MS-17530,MaryBeth Skach,Consumer,United States,Fairfield,Ohio,45014.0,East,TEC-PH-10004875,Technology,Phones,PNY Rapid USB Car Charger - Black,9.588,2.0,0.4,-2.0774,2018,2018,1,1.0,Consistent,
4930.0,US-2018-138828,2018-02-09,2018-03-09,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009.0,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5.0,0.0,16.17,2018,2018,1,1.0,Consistent,
4931.0,US-2018-138828,2018-02-09,2018-03-09,First Class,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3.0,0.0,7.0218,2018,2018,1,1.0,Consistent,
4938.0,CA-2018-157147,2018-01-13,2018-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5.0,0.0,238.653,2018,2018,1,1.0,Consistent,
4939.0,CA-2018-157147,2018-01-13,2018-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3.0,0.15,3.9294,2018,2018,1,1.0,Consistent,
4940.0,CA-2018-157147,2018-01-13,2018-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5.0,0.0,6.567,2018,2018,1,1.0,Consistent,
4948.0,CA-2018-102085,2018-04-10,2018-09-10,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115.0,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,4.0,0.0,13.7428,2018,2018,1,1.0,Consistent,
4955.0,CA-2018-160262,2018-09-06,2018-06-13,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031.0,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,18.06,7.0,0.0,4.6956,2018,2018,1,1.0,Consistent,
4956.0,CA-2018-160262,2018-09-06,2018-06-13,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031.0,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3.0,0.0,36.4044,2018,2018,1,1.0,Consistent,
4957.0,CA-2018-160262,2018-09-06,2018-06-13,Second Class,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031.0,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2.0,0.0,14.212,2018,2018,1,1.0,Consistent,
4962.0,CA-2018-156587,2018-07-03,2018-08-03,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.0,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1.0,0.2,5.4801,2018,2018,1,,New,
4963.0,CA-2018-156587,2018-07-03,2018-08-03,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.0,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3.0,0.0,4.6644,2018,2018,1,1.0,Consistent,
4964.0,CA-2018-156587,2018-07-03,2018-08-03,First Class,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3.0,0.0,4.8588,2018,2018,1,1.0,Consistent,
4983.0,CA-2018-160066,2018-11-16,2018-11-22,Standard Class,AH-10075,Adam Hart,Corporate,United States,Huntington Beach,California,92646.0,West,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2.0,0.0,2.4012,2018,2018,1,1.0,Consistent,
4986.0,CA-2018-125171,2018-03-09,2018-03-09,Same Day,AG-10390,Allen Goldenen,Consumer,United States,New York City,New York,10009.0,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5.0,0.0,7.056,2018,2018,1,1.0,Consistent,
4996.0,CA-2018-132227,2018-04-11,2018-10-11,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,New York City,New York,10011.0,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,4.0,0.2,18.8732,2018,2018,1,1.0,Consistent,
5005.0,CA-2018-156006,2018-04-30,2018-02-05,Second Class,TM-21010,Tamara Manning,Consumer,United States,Jackson,Mississippi,39212.0,South,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3.0,0.0,16.2486,2018,2018,1,1.0,Consistent,
5016.0,CA-2018-153850,2018-11-24,2018-11-29,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615.0,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7.0,0.2,9.6712,2018,2018,1,1.0,Consistent,
5017.0,CA-2018-153850,2018-11-24,2018-11-29,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,Toledo,Ohio,43615.0,East,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1502.376,4.0,0.4,-250.396,2018,2018,1,1.0,Consistent,
5018.0,CA-2018-127558,2018-11-15,2018-11-18,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008.0,West,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,10.11,3.0,0.0,3.2352,2018,2018,1,,New,
5019.0,CA-2018-127558,2018-11-15,2018-11-18,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008.0,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3.0,0.0,146.7693,2018,2018,1,1.0,Consistent,
5020.0,CA-2018-127558,2018-11-15,2018-11-18,First Class,SS-20410,Shahid Shariari,Consumer,United States,Los Angeles,California,90008.0,West,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,20.46,2.0,0.0,5.3196,2018,2018,1,1.0,Consistent,
5029.0,CA-2018-151792,2018-02-09,2018-07-09,Second Class,CV-12295,Christina VanderZanden,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,239.976,3.0,0.2,53.9946,2018,2018,1,1.0,Consistent,
5036.0,CA-2018-169803,2018-06-04,2018-12-04,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115.0,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3.0,0.0,111.1035,2018,2018,1,1.0,Consistent,
5037.0,CA-2018-169803,2018-06-04,2018-12-04,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Seattle,Washington,98115.0,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2.0,0.0,2.034,2018,2018,1,1.0,Consistent,
5049.0,US-2018-104759,2018-03-31,2018-04-04,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,8.134,7.0,0.8,-13.8278,2018,2018,1,1.0,Consistent,
5050.0,US-2018-104759,2018-03-31,2018-04-04,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,79.984,2.0,0.2,13.9972,2018,2018,1,1.0,Consistent,
5069.0,CA-2018-124478,2018-08-08,2018-12-08,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183.0,Central,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,549.99,1.0,0.0,274.995,2018,2018,1,1.0,Consistent,
5070.0,CA-2018-124478,2018-08-08,2018-12-08,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183.0,Central,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",167.535,3.0,0.1,37.23,2018,2018,1,1.0,Consistent,
5071.0,CA-2018-124478,2018-08-08,2018-12-08,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183.0,Central,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,38.34,3.0,0.0,17.253,2018,2018,1,1.0,Consistent,
5072.0,CA-2018-124478,2018-08-08,2018-12-08,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183.0,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,53.88,6.0,0.0,22.6296,2018,2018,1,1.0,Consistent,
5073.0,CA-2018-124478,2018-08-08,2018-12-08,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Trenton,Michigan,48183.0,Central,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx,299.98,2.0,0.0,83.9944,2018,2018,1,1.0,Consistent,
5076.0,CA-2018-134572,2018-04-20,2018-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,744.1,5.0,0.3,-95.67,2018,2018,1,1.0,Consistent,
5077.0,CA-2018-134572,2018-04-20,2018-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",44.84,5.0,0.2,5.605,2018,2018,1,1.0,Consistent,
5078.0,CA-2018-134572,2018-04-20,2018-04-22,Second Class,SV-20365,Seth Vernon,Consumer,United States,Houston,Texas,77070.0,Central,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,401.59,2.0,0.3,-131.951,2018,2018,1,1.0,Consistent,
5094.0,US-2018-140452,2018-06-12,2018-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,14.016,4.0,0.8,-31.536,2018,2018,1,1.0,Consistent,
5095.0,US-2018-140452,2018-06-12,2018-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,214.95,5.0,0.5,-120.372,2018,2018,1,1.0,Consistent,
5096.0,US-2018-140452,2018-06-12,2018-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,35.04,4.0,0.2,-7.008,2018,2018,1,1.0,Consistent,
5097.0,US-2018-140452,2018-06-12,2018-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,10.776,3.0,0.6,-4.8492,2018,2018,1,1.0,Consistent,
5098.0,US-2018-140452,2018-06-12,2018-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,4.6,2.0,0.8,-8.05,2018,2018,1,1.0,Consistent,
5099.0,US-2018-140452,2018-06-12,2018-10-12,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2.0,0.2,-8.3524,2018,2018,1,1.0,Consistent,
5101.0,CA-2018-158442,2018-03-17,2018-03-17,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217.0,Central,OFF-AR-10003732,Office Supplies,Art,Newell 333,4.448,2.0,0.2,0.3336,2018,2018,1,1.0,Consistent,
5102.0,CA-2018-158442,2018-03-17,2018-03-17,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217.0,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,5.184,1.0,0.2,1.8792,2018,2018,1,1.0,Consistent,
5103.0,CA-2018-158442,2018-03-17,2018-03-17,Same Day,AZ-10750,Annie Zypern,Consumer,United States,Dallas,Texas,75217.0,Central,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,15.552,3.0,0.2,5.4432,2018,2018,1,1.0,Consistent,
5106.0,CA-2018-116568,2018-12-14,2018-12-20,Standard Class,BM-11785,Bryan Mills,Consumer,United States,Deltona,Florida,32725.0,South,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.304,4.0,0.2,13.9728,2018,2018,1,1.0,Consistent,
5110.0,CA-2018-138450,2018-10-18,2018-10-22,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6.0,0.2,19.692,2018,2018,1,1.0,Consistent,
5111.0,CA-2018-138450,2018-10-18,2018-10-22,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",186.912,6.0,0.2,-35.046,2018,2018,1,1.0,Consistent,
5112.0,CA-2018-138450,2018-10-18,2018-10-22,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",10.048,4.0,0.2,3.14,2018,2018,1,1.0,Consistent,
5121.0,CA-2018-149538,2018-04-04,2018-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,232.55,5.0,0.0,9.302,2018,2018,1,1.0,Consistent,
5122.0,CA-2018-149538,2018-04-04,2018-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2.0,0.0,42.9914,2018,2018,1,1.0,Consistent,
5123.0,CA-2018-149538,2018-04-04,2018-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,19.44,3.0,0.0,9.3312,2018,2018,1,1.0,Consistent,
5124.0,CA-2018-149538,2018-04-04,2018-08-04,Standard Class,KB-16585,Ken Black,Corporate,United States,Lafayette,Louisiana,70506.0,South,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,12.96,2.0,0.0,6.3504,2018,2018,1,1.0,Consistent,
5125.0,CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,464.292,9.0,0.4,-108.3348,2018,2018,1,1.0,Consistent,
5126.0,CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,68.46,7.0,0.0,31.4916,2018,2018,1,1.0,Consistent,
5127.0,CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,2799.96,4.0,0.0,1371.9804,2018,2018,1,1.0,Consistent,
5128.0,CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,601.3,2.0,0.0,198.429,2018,2018,1,1.0,Consistent,
5129.0,CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1.0,0.0,4.4174,2018,2018,1,1.0,Consistent,
5130.0,CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,287.97,3.0,0.0,80.6316,2018,2018,1,1.0,Consistent,
5131.0,CA-2018-160766,2018-09-14,2018-09-14,Same Day,DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,44.82,9.0,0.0,21.0654,2018,2018,1,1.0,Consistent,
5150.0,CA-2018-141796,2018-06-21,2018-06-21,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3.0,0.0,352.3065,2018,2018,1,1.0,Consistent,
5153.0,US-2018-121566,2018-06-30,2018-06-07,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1.0,0.2,0.84,2018,2018,1,1.0,Consistent,
5154.0,US-2018-121566,2018-06-30,2018-06-07,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,3.0,0.0,2.904,2018,2018,1,1.0,Consistent,
5162.0,CA-2018-111192,2018-07-30,2018-05-08,Standard Class,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103.0,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8.0,0.0,259.8896,2018,2018,1,1.0,Consistent,
5165.0,CA-2018-121006,2018-10-11,2018-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3.9,2.0,0.0,1.521,2018,2018,1,1.0,Consistent,
5166.0,CA-2018-121006,2018-10-11,2018-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,12.84,3.0,0.0,5.778,2018,2018,1,1.0,Consistent,
5167.0,CA-2018-121006,2018-10-11,2018-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),15.84,3.0,0.0,7.128,2018,2018,1,1.0,Consistent,
5168.0,CA-2018-121006,2018-10-11,2018-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3.0,0.0,112.788,2018,2018,1,1.0,Consistent,
5169.0,CA-2018-121006,2018-10-11,2018-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,62.94,3.0,0.0,11.9586,2018,2018,1,1.0,Consistent,
5170.0,CA-2018-121006,2018-10-11,2018-11-16,Standard Class,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640.0,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3.0,0.0,160.623,2018,2018,1,1.0,Consistent,
5193.0,CA-2018-101560,2018-11-28,2018-01-12,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.0,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,5.0,0.0,43.736,2018,2018,1,1.0,Consistent,
5194.0,CA-2018-101560,2018-11-28,2018-01-12,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.0,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,85.96,7.0,0.0,40.4012,2018,2018,1,1.0,Consistent,
5195.0,CA-2018-101560,2018-11-28,2018-01-12,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.0,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,13.12,4.0,0.0,4.3296,2018,2018,1,1.0,Consistent,
5196.0,CA-2018-101560,2018-11-28,2018-01-12,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203.0,South,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,3.0,0.0,22.3734,2018,2018,1,1.0,Consistent,
5197.0,CA-2018-159709,2018-10-05,2018-05-15,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031.0,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3.0,0.0,77.4837,2018,2018,1,1.0,Consistent,
5198.0,CA-2018-159709,2018-10-05,2018-05-15,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Kent,Washington,98031.0,West,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,5.0,0.2,4.36,2018,2018,1,1.0,Consistent,
5221.0,CA-2018-140487,2018-06-14,2018-06-20,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Detroit,Michigan,48234.0,Central,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",212.94,3.0,0.0,57.4938,2018,2018,1,1.0,Consistent,
5229.0,US-2018-147648,2018-11-26,2018-01-12,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,San Francisco,California,94109.0,West,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2.0,0.0,40.1702,2018,2018,1,1.0,Consistent,
5234.0,CA-2018-115084,2018-10-18,2018-10-22,Standard Class,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854.0,South,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,6.0,0.0,145.2816,2018,2018,1,1.0,Consistent,
5237.0,CA-2018-166744,2018-09-20,2018-09-24,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044.0,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,3.0,0.0,50.9082,2018,2018,1,1.0,Consistent,
5238.0,CA-2018-166744,2018-09-20,2018-09-24,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044.0,East,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,3.0,0.0,36.294,2018,2018,1,1.0,Consistent,
5239.0,CA-2018-166744,2018-09-20,2018-09-24,Standard Class,DN-13690,Duane Noonan,Consumer,United States,Columbia,Maryland,21044.0,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2.0,0.0,26.3912,2018,2018,1,1.0,Consistent,
5254.0,US-2018-131982,2018-07-03,2018-11-03,Second Class,NP-18685,Nora Pelletier,Home Office,United States,Des Moines,Washington,98198.0,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2.0,0.2,33.64,2018,2018,1,1.0,Consistent,
5261.0,CA-2018-105165,2018-07-09,2018-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3.0,0.2,14.7582,2018,2018,1,1.0,Consistent,
5262.0,CA-2018-105165,2018-07-09,2018-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2.92,2.0,0.8,-4.818,2018,2018,1,1.0,Consistent,
5263.0,CA-2018-105165,2018-07-09,2018-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,1.0,0.3,-22.948,2018,2018,1,1.0,Consistent,
5264.0,CA-2018-105165,2018-07-09,2018-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,4.0,0.2,-2.918,2018,2018,1,1.0,Consistent,
5265.0,CA-2018-105165,2018-07-09,2018-10-09,First Class,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036.0,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,21.864,3.0,0.2,3.5529,2018,2018,1,1.0,Consistent,
5278.0,CA-2018-113859,2018-09-13,2018-09-17,Standard Class,BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762.0,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,6.0,0.3,-9.7176,2018,2018,1,1.0,Consistent,
